Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
2708,a94,"K21PTR","D","Waupun CI Perimeter","Corrections","Dept. of Corrections - Waupun Facilities"
2709,a95,"K21NCH","D","Waupun CI NCH","Corrections","Dept. of Corrections - Waupun Facilities"
2710,a96,"K21NWCH","D","Waupun CI NWCH","Corrections","Dept. of Corrections - Waupun Facilities"
2711,a97,"K21SCH","D","Waupun CI SCH","Corrections","Dept. of Corrections - Waupun Facilities"
2712,a98,"K21SWCH","D","Waupun CI SWCH","Corrections","Dept. of Corrections - Waupun Facilities"
2713,a99,"K21IND","D","Waupun CI IND","Corrections","Dept. of Corrections - Waupun Facilities"
2714,a9a,"K21RHU","D","Waupun CI RHU","Corrections","Dept. of Corrections - Waupun Facilities"
2716,a9c,"K21WMH","D","Waupun CI Hospital","Corrections","Dept. of Corrections - Waupun Facilities"
2717,a9d,"K21EMR","D","Waupun CI EMR","Corrections","Dept. of Corrections - Waupun Facilities"
2718,a9e,"K21WCGP","D","Waupun CI WCGP","Corrections","Dept. of Corrections - Waupun Facilities"
2719,a9f,"K21FS","D","Waupun CI FS","Corrections","Dept. of Corrections - Waupun Facilities"
2720,aa0,"K21MNT1","D","Waupun CI MNT1","Corrections","Dept. of Corrections - Waupun Facilities"
2724,aa4,"K21BHU","D","Waupun CI BHU","Corrections","Dept. of Corrections - Waupun Facilities"
2725,aa5,"K21ATG","D","Waupun CI ATG","Corrections","Dept. of Corrections - Waupun Facilities"
2726,aa6,"K21ADM","D","Waupun CI Admin","Corrections","Dept. of Corrections - Waupun Facilities"
2799,aef,"K21TRAN","D","Waupun Correctional Transports","Corrections","Dept. of Corrections - Statewide"
2800,af0,"K21TRVL","D","Waupun Correctional Travel","Corrections","Dept. of Corrections - Statewide"
2806,af6,"WSPF SEC","D","Wisconsin Secure Program Facility Security","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2807,af7,"WSPF Maint","D","Wisconsin Secure Program Facility Maintenance","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2808,af8,"WSPF PRMTR","D","Wisconsin Secure Program Facility Perimeter","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2810,afa,"WSPF 10","D","Wisconsin Secure Program Facility OPS 10","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2813,afd,"WSPF 13","D","Wisconsin Secure Program Facility OPS 13","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2814,afe,"WSPF 14","D","Wisconsin Secure Program Facility OPS 14","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2817,b01,"WSPF 17","D","Wisconsin Secure Program Facility OPS 17","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2818,b02,"WSPF 18","D","Wisconsin Secure Program Facility OPS 18","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
2899,b53,"WSPF TRVL","D","Wisconsin Secure Program Facility Travel","Corrections","Dept. of Corrections - Wisconsin Secure Program Facility"
3006,bbe,"K65SEC","D","Lincoln Hills School Security","Corrections","Dept. of Corrections - Lincoln Hills School"
3007,bbf,"K65MNT","D","Lincoln Hills School Maintenance","Corrections","Dept. of Corrections - Lincoln Hills School"
3011,bc3,"K65SPVR","D","Lincoln Hills School Emergency Channel","Corrections","Dept. of Corrections - Lincoln Hills School"
3012,bc4,"LHS OPS 12","D","Lincoln Hills School Operations 12","Corrections","Dept. of Corrections - Lincoln Hills School"
3013,bc5,"LHS OPS 13","D","Lincoln Hills School Operations 13","Corrections","Dept. of Corrections - Lincoln Hills School"
3014,bc6,"LHS OPS 14","D","Lincoln Hills School Operations 14","Corrections","Dept. of Corrections - Lincoln Hills School"
3015,bc7,"LHS OPS 15","D","Lincoln Hills School Operations 15","Corrections","Dept. of Corrections - Lincoln Hills School"
3016,bc8,"LHS OPS 16","D","Lincoln Hills School Operations 16","Corrections","Dept. of Corrections - Lincoln Hills School"
3017,bc9,"LHS OPS 17","D","Lincoln Hills School Operations 17","Corrections","Dept. of Corrections - Lincoln Hills School"
3018,bca,"LHS OPS 18","D","Lincoln Hills School Operations 18","Corrections","Dept. of Corrections - Lincoln Hills School"
3019,bcb,"LHS OPS 19","D","Lincoln Hills School Operations 19","Corrections","Dept. of Corrections - Lincoln Hills School"
3020,bcc,"LHS OPS 20","D","Lincoln Hills School Operations 20","Corrections","Dept. of Corrections - Lincoln Hills School"
3021,bcd,"LHS OPS 21","D","Lincoln Hills School Operations 21","Corrections","Dept. of Corrections - Lincoln Hills School"
3022,bce,"LHS OPS 22","D","Lincoln Hills School Operations 22","Corrections","Dept. of Corrections - Lincoln Hills School"
3023,bcf,"LHS OPS 23","D","Lincoln Hills School Operations 23","Corrections","Dept. of Corrections - Lincoln Hills School"
3024,bd0,"LHS OPS 24","D","Lincoln Hills School Operations 24","Corrections","Dept. of Corrections - Lincoln Hills School"
3026,bd2,"LHS OPS 26","D","Lincoln Hills School Operations 26","Corrections","Dept. of Corrections - Lincoln Hills School"
3027,bd3,"LHS OPS 27","D","Lincoln Hills School Operations 27","Corrections","Dept. of Corrections - Lincoln Hills School"
3028,bd4,"K65EMR","D","Lincoln Hills School Operations 28","Corrections","Dept. of Corrections - Lincoln Hills School"
3029,bd5,"LHS OPS 29","D","Lincoln Hills School Operations 29","Corrections","Dept. of Corrections - Lincoln Hills School"
3112,c28,"REECC 12","D","Robert E. Ellsworth Correctional Center OPS 12","Corrections","Dept. of Corrections - Robert E. Ellsworth Correctional Center"
3113,c29,"REECC 13","D","Robert E. Ellsworth Correctional Center OPS 13","Corrections","Dept. of Corrections - Robert E. Ellsworth Correctional Center"
3231,c9f,"K83SEC","D","Burke CI Security","Corrections","Dept. of Corrections - Waupun Facilities"
3232,ca0,"K83MNT","D","Burke CI Maintenance","Corrections","Dept. of Corrections - Waupun Facilities"
3235,ca3,"K83HSG","D","Burke CI Housing","Corrections","Dept. of Corrections - Waupun Facilities"
3270,cc6,"K86TRVL","D","Marshall Sherrer Correctional Transports","Corrections","Dept. of Corrections - Statewide"
3271,cc7,"K87TRVL","D","Milwaukee Women's Correctional Transports","Corrections","Dept. of Corrections - Statewide"
3330,d02,"K85TRVL","D","Thompson Correctional Center","Corrections","Dept. of Corrections - Statewide"
3999,f9f,"K02TRVL","D","Central Office Travel","Corrections","Dept. of Corrections - Statewide"
4001,fa1,"H76SPT","D","Winnebago Mental Health Institution SPT","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4002,fa2,"H76MNT","D","Winnebago Mental Health Institution Maintenance","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4007,fa7,"H76SEC","D","Winnebago Mental Health Institution Security","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4018,fb2,"H77SEC","D","Winnebago Resource Center Security","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4019,fb3,"H77HSG","D","Winnebago Resource Center Housing","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4020,fb4,"H77MNT","D","Winnebago Resource Center Maintenance","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4025,fb9,"H77SPVR","D","Winnebago Resource Center Supervisor","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4027,fbb,"H77PTR","D","Winnebago Resource Center Perimeter","Corrections","Dept. of Health Services - Winnebago Mental Health Institution"
4056,fd8,"H72 Ops","D","Mendota Ops","Corrections","Dept. of Health Services - Mendota Mental Health Institute"
4058,fda,"H72SEC","D","Security","Corrections","Dept. of Health Services - Mendota Mental Health Institute"
4085,ff5,"H78SEC","D","Security","Corrections","Dept. of Corrections - Thompson Correctional Center"
4205,106d,"H74EMR","D","SRTC Emergency","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4206,106e,"H74SEC","D","SRTC Security","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4207,106f,"H74MNT","D","SRTC Maintenance","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4208,1070,"H74PTR","D","SRTC Perimeter","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4209,1071,"H74MNT 1","D","SRTC Maintenance 1","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4210,1072,"H74HUA","D","SRTC Housing Unit A","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4211,1073,"H74HUB","D","SRTC Housing Unit B","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4212,1074,"H74HUN","D","SRTC Housing Unit N","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4213,1075,"H74HUP","D","SRTC Housing Unit P","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4219,107b,"H74ATG","D","SRTC Announcement","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4223,107f,"H74 23","D","Operations 23","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4300,10cc,"H74TRVL","D","SRTC Travel","Corrections","Dept. of Health Services - Sand Ridge Secure Treatment Center"
4303,10cf,"K72MNT","D","Maintenance","Corrections","Dept. of Health Services - Mendota Mental Health Institute"
4601,11f9,"MOUNDVWH","D","Moundview Memorial Hospital & Clinics - Friendship","Hospital","Hospital/EMS Patient Report"
4602,11fa,"MEMASHLN","D","Memorial Medical Center - Ashland","Hospital","Hospital/EMS Patient Report"
4603,11fb,"CUMBERMH","D","Cumberland Memorial Hospital - Cumberland","Hospital","Hospital/EMS Patient Report"
4604,11fc,"LAKEVWMC","D","Lakeview Medical Center - Rice Lake","Hospital","Hospital/EMS Patient Report"
4605,11fd,"MAYONORT","D","Mayo Clinic Health System-Northland - Barron","Hospital","Hospital/EMS Patient Report"
4606,11fe,"AURORAGB","D","Aurora BayCare Medical Center - Green Bay","Hospital","Hospital/EMS Patient Report"
4607,11ff,"BELLNGB","D","Bellin Memorial Hospital - Green Bay","Hospital","Hospital/EMS Patient Report"
4608,1200,"BELLNPSY","D","Bellin Psychiatric Center - Green Bay","Hospital","Hospital/EMS Patient Report"
4609,1201,"STMRYGB","D","St Mary's Hospital Medical Center - Green Bay","Hospital","Hospital/EMS Patient Report"
4610,1202,"STVINCGB","D","St Vincent Hospital - Green Bay","Hospital","Hospital/EMS Patient Report"
4611,1203,"BURNETMC","D","Burnett Medical Center - Grantsburg","Hospital","Hospital/EMS Patient Report"
4612,1204,"CALUMED","D","Calumet Medical Center - Chilton","Hospital","Hospital/EMS Patient Report"
4613,1205,"MAYOCHPV","D","Mayo Clinic Health System Chippewa Valley - Bloomer","Hospital","Hospital/EMS Patient Report"
4614,1206,"MINIOLV","D","Ministry Our Lady of Victory Hospital - Stanley","Hospital","Hospital/EMS Patient Report"
4615,1207,"STJOCHIP","D","St Joeseph's Hospital - Chippewa Falls","Hospital","Hospital/EMS Patient Report"
4616,1208,"COLUMBCH","D","Columbus Community Hospital - Columbus","Hospital","Hospital/EMS Patient Report"
4617,1209,"DIVSAVHC","D","Divine Savior Healthcare - Portage","Hospital","Hospital/EMS Patient Report"
4618,120a,"CROSRVRSH","D","Crossing Rivers Health - Prairie du Chien","Hospital","Hospital/EMS Patient Report"
4619,120b,"MERITMAD","D","Meriter Hospital - Madison","Hospital","Hospital/EMS Patient Report"
4620,120c,"STMSUNP","D","St Mary's Emergency Department - Sun Prairie","Hospital","Hospital/EMS Patient Report"
4621,120d,"STMRYMAD","D","St Mary's Hospital Medical Center - Madison","Hospital","Hospital/EMS Patient Report"
4622,120e,"STOUGHN","D","Stoughton Hospital - Stoughton","Hospital","Hospital/EMS Patient Report"
4623,120f,"UWMAD","D","University of Wisconsin Hospital - Madison","Hospital","Hospital/EMS Patient Report"
4624,1210,"VAMEMMAD","D","William S Middleton Memorial VA Hospital - Madison","Hospital","Hospital/EMS Patient Report"
4625,1211,"UPHILLSH","D","Upland Hills Health - Dodgeville","Hospital","Hospital/EMS Patient Report"
4626,1212,"WATERRMC","D","Watertown Regional Medical Center - Watertown","Hospital","Hospital/EMS Patient Report"
4627,1213,"AGNEWAUP","D","Agnesian Health - Waupun","Hospital","Hospital/EMS Patient Report"
4628,1214,"MINIDOOR","D","Ministry Door County Medical Center - Sturgeon Bay","Hospital","Hospital/EMS Patient Report"
4629,1215,"STMSUPR","D","St Mary's Hospital of Superior - Superior","Hospital","Hospital/EMS Patient Report"
4630,1216,"MAYOREDC","D","Mayo Clinic Health System - Red Cedar - Menomonie","Hospital","Hospital/EMS Patient Report"
4631,1217,"MAYOEAUC","D","Mayo Clinic Health System - Eau Claire","Hospital","Hospital/EMS Patient Report"
4632,1218,"SACHRTEC","D","Sacred Heart Hospital - Eau Claire","Hospital","Hospital/EMS Patient Report"
4633,1219,"RIPONMC","D","Ripon Medical Center - Ripon","Hospital","Hospital/EMS Patient Report"
4634,121a,"STAGSFDL","D","St Agnes Hospital - Fond du Lac","Hospital","Hospital/EMS Patient Report"
4635,121b,"BOSCOAHC","D","Boscobel Area Health Care - Boscobel","Hospital","Hospital/EMS Patient Report"
4636,121c,"GRANTRHC","D","Grant Regional Health Center - Lancaster","Hospital","Hospital/EMS Patient Report"
4637,121d,"STHWSTHC","D","Southwest Health Center - Platteville","Hospital","Hospital/EMS Patient Report"
4638,121e,"MONROECL","D","Monroe Clinic - Monroe","Hospital","Hospital/EMS Patient Report"
4639,121f,"THEDABER","D","ThedaCare Medical Center - Berlin","Hospital","Hospital/EMS Patient Report"
4640,1220,"BVRDAMCH","D","Beaver Dam Community Hospital - Beaver Dam","Hospital","Hospital/EMS Patient Report"
4641,1221,"BLRVRMEM","D","Black River Memorial Hospital - Black River Falls","Hospital","Hospital/EMS Patient Report"
4642,1222,"FORTMEMH","D","Fort Memorial Hospital - Fort Atkinson","Hospital","Hospital/EMS Patient Report"
4643,1223,"MILBLFMC","D","Mile Bluff Medical Center - Mauston","Hospital","Hospital/EMS Patient Report"
4644,1224,"AURORKEN","D","Aurora Medical Center - Kenosha","Hospital","Hospital/EMS Patient Report"
4645,1225,"UNITHKEN","D","United Hospital System - Kenosha","Hospital","Hospital/EMS Patient Report"
4646,1226,"STCATHPP","D","St Catherine's Medical Center - Pleasant Prairie","Hospital","Hospital/EMS Patient Report"
4647,1227,"GUNDLACR","D","Gunderson Lutheran Medical Center - LaCrosse","Hospital","Hospital/EMS Patient Report"
4648,1228,"MAYOLACR","D","Mayo Clinic Health System Franciscan Healthcare - LaCrosse","Hospital","Hospital/EMS Patient Report"
4649,1229,"MEMHDAR","D","Memorial Hospital of Lafayette County - Darlington","Hospital","Hospital/EMS Patient Report"
4650,122a,"ASPIRLAN","D","Aspirus Langlade Hospital - Antigo","Hospital","Hospital/EMS Patient Report"
4651,122b,"MINIGSAM","D","Ministry Good Samaritan Health Center - Merrill","Hospital","Hospital/EMS Patient Report"
4652,122c,"SACHRTTM","D","Sacred Heart Hospital Tomahawk - Tomahawk","Hospital","Hospital/EMS Patient Report"
4653,122d,"AURORTWR","D","Aurora Medical Center Manitowoc County - Two Rivers","Hospital","Hospital/EMS Patient Report"
4654,122e,"HOLYFAMH","D","Holy Family Memorial - Manitowoc","Hospital","Hospital/EMS Patient Report"
4655,122f,"ASPIRWAU","D","Aspirus Wausau Hospital - Wausau","Hospital","Hospital/EMS Patient Report"
4656,1230,"MINISTCL","D","Ministry St Clare's - Weston","Hospital","Hospital/EMS Patient Report"
4657,1231,"BAYAREMC","D","Bay Area Medical Center - Marinette","Hospital","Hospital/EMS Patient Report"
4658,1232,"PARABASE","D","Milwaukee County Paramedic Base - Milwaukee","Hospital","Hospital/EMS Patient Report"
4659,1233,"AURORSIN","D","Aurora Sinai Medical Center - Milwaukee","Hospital","Hospital/EMS Patient Report"
4660,1234,"AURORSTL","D","Aurora St. Luke's Medical Center - Milwaukee","Hospital","Hospital/EMS Patient Report"
4661,1235,"AURORCUD","D","Aurora St Luke's South Shore Hospital - Cudahy","Hospital","Hospital/EMS Patient Report"
4662,1236,"AURORWA","D","Aurora West Allis Medical Center - West Allis","Hospital","Hospital/EMS Patient Report"
4663,1237,"CHILDMIL","D","Children's Hospital of Wisconsin - Milwaukee","Hospital","Hospital/EMS Patient Report"
4664,1238,"STMRYMIL","D","Columbia - St Mary - Milwaukee","Hospital","Hospital/EMS Patient Report"
4665,1239,"FROEDMIL","D","Froedtert Hospital - Milwaukee","Hospital","Hospital/EMS Patient Report"
4666,123a,"POSTAMED","D","Post Acute Medical - Greenfield","Hospital","Hospital/EMS Patient Report"
4667,123b,"WFWIHRTH","D","Wisconsin Heart Hospital - Wauwatosa","Hospital","Hospital/EMS Patient Report"
4668,123c,"WFSTJOEM","D","Wheaton Franciscan - St. Joseph - Milwaukee","Hospital","Hospital/EMS Patient Report"
4669,123d,"WFFRANK","D","Wheaton Franciscan Healthcare - Franklin","Hospital","Hospital/EMS Patient Report"
4670,123e,"WFSTFRAN","D","Wheaton Franciscan Healthcare - St. Francis - Milwaukee","Hospital","Hospital/EMS Patient Report"
4671,123f,"AURORPSY","D","Aurora Psychiatric Hospital - Wauwatosa","Hospital","Hospital/EMS Patient Report"
4672,1240,"MAYOSPAR","D","Mayo Clinic Health System Franciscan - Sparta","Hospital","Hospital/EMS Patient Report"
4673,1241,"TOMAHMEM","D","Tomah Memorial Hospital - Tomah","Hospital","Hospital/EMS Patient Report"
4674,1242,"TOMAHVA","D","Tomah Veterans Affairs Medical Center - Tomah","Hospital","Hospital/EMS Patient Report"
4675,1243,"STCLAROF","D","St Clare Hospital - Oconto Falls","Hospital","Hospital/EMS Patient Report"
4676,1244,"BELLNOCO","D","Bellin Health Oconto Hospital - Oconto","Hospital","Hospital/EMS Patient Report"
4677,1245,"HOWYNGMC","D","Howard Young Medical Center - Woodruff","Hospital","Hospital/EMS Patient Report"
4678,1246,"STMRHINE","D","St Mary's Hospital - Rhinelander","Hospital","Hospital/EMS Patient Report"
4679,1247,"THEDAAPP","D","Appleton Medical Center - Appleton","Hospital","Hospital/EMS Patient Report"
4680,1248,"STELIZAP","D","St. Elizabeth - Appleton","Hospital","Hospital/EMS Patient Report"
4681,1249,"AURORGRA","D","Aurora Medical Center - Grafton","Hospital","Hospital/EMS Patient Report"
4682,124a,"STMRYMEQ","D","Columbia - St Mary Ozaukee - Mequon","Hospital","Hospital/EMS Patient Report"
4683,124b,"CHIPPVLY","D","Chippewa Valley Hospital - Durand","Hospital","Hospital/EMS Patient Report"
4684,124c,"RVRFALSH","D","River Falls Area Hospital - River Falls","Hospital","Hospital/EMS Patient Report"
4685,124d,"AMERYRMC","D","Amery Regional Medical Center - Amery","Hospital","Hospital/EMS Patient Report"
4686,124e,"OSCEOMC","D","Osceola Medical Center - Osceola","Hospital","Hospital/EMS Patient Report"
4687,124f,"STCROIXF","D","St Croix Regional Medical Center - St Croix Falls","Hospital","Hospital/EMS Patient Report"
4688,1250,"MINISTMI","D","Ministry St Michael Hospital - Stevens Point","Hospital","Hospital/EMS Patient Report"
4689,1251,"FLAMBHPF","D","Flambeau Hospital - Park Falls","Hospital","Hospital/EMS Patient Report"
4690,1252,"AURORBUR","D","Aurora Memorial Hospital - Burlington","Hospital","Hospital/EMS Patient Report"
4691,1253,"WFALLST","D","Wheaton Franciscan - All Saints - Racine","Hospital","Hospital/EMS Patient Report"
4692,1254,"WFALLSP","D","Wheaton Franciscan - All Saints Spring St - Racine","Hospital","Hospital/EMS Patient Report"
4693,1255,"RICHHOSP","D","The Richland Hospital - Richland Center","Hospital","Hospital/EMS Patient Report"
4694,1256,"BLOITMEM","D","Beloit Memorial Hospital - Beloit","Hospital","Hospital/EMS Patient Report"
4695,1257,"EDGERHS","D","Edgerton Hospital & Health Services - Edgerton","Hospital","Hospital/EMS Patient Report"
4696,1258,"MERCYJAN","D","Mercy Hospital and Trauma Center - Janesville","Hospital","Hospital/EMS Patient Report"
4697,1259,"MERCYNOR","D","Mercy Hospital and Trauna Center North - Janesville","Hospital","Hospital/EMS Patient Report"
4698,125a,"STMJANES","D","St Mary's Janesville Hospital - Janesville","Hospital","Hospital/EMS Patient Report"
4699,125b,"RUSKMEMH","D","Rusk County Memorial Hospital - Ladysmith","Hospital","Hospital/EMS Patient Report"
4700,125c,"BLDWINMC","D","Baldwin Area Medical Center - Baldwin","Hospital","Hospital/EMS Patient Report"
4701,125d,"HUDSONHC","D","Hudson Hospitals & Clinics - Hudson","Hospital","Hospital/EMS Patient Report"
4702,125e,"WESTFIEH","D","Westfields Hospital - New Richmond","Hospital","Hospital/EMS Patient Report"
4703,125f,"REEDSAMC","D","Reedsburg Area Medical Center - Reedsburg","Hospital","Hospital/EMS Patient Report"
4704,1260,"SAUKPRMH","D","Sauk Prairie Memorial Hospital - Prairie du Sac","Hospital","Hospital/EMS Patient Report"
4705,1261,"STCLARBA","D","St Clare Hospital - Baraboo","Hospital","Hospital/EMS Patient Report"
4706,1262,"HAYWAMH","D","Hayward Area Medical Center - Hayward","Hospital","Hospital/EMS Patient Report"
4707,1263,"THEDASHA","D","ThedaCare Medical Center - Shawano","Hospital","Hospital/EMS Patient Report"
4708,1264,"STOCKMUN","D","Stockbridge-Munsee Health & Wellness Center - Bowler","Hospital","Hospital/EMS Patient Report"
4709,1265,"AURORSHE","D","Aurora Sheboygan Memorial Medical Center - Sheboygan","Hospital","Hospital/EMS Patient Report"
4710,1266,"STNICSHE","D","St Nicholas Hospital - Sheboygan","Hospital","Hospital/EMS Patient Report"
4711,1267,"ASPIRMED","D","Aspirus Medford Hospital - Medford","Hospital","Hospital/EMS Patient Report"
4712,1268,"GUNDWHIT","D","Gunderson Tri County Hospital - Whitehall","Hospital","Hospital/EMS Patient Report"
4713,1269,"GUNDHILL","D","Gunderson St Joseph's Hospital - Hillsboro","Hospital","Hospital/EMS Patient Report"
4714,126a,"VERNMEMH","D","Vernon Memorial Healthcare - Viroqua","Hospital","Hospital/EMS Patient Report"
4715,126b,"MINIERVR","D","Ministry-Eagle River Memorial Hospital - Eagle River","Hospital","Hospital/EMS Patient Report"
4716,126c,"AURORELK","D","Aurora Lakeland Medical Center - Elkhorn","Hospital","Hospital/EMS Patient Report"
4717,126d,"MERCYWAL","D","Mercy Walworth Hospital & Medical Center - Lake Geneva","Hospital","Hospital/EMS Patient Report"
4718,126e,"INDHDMED","D","Indianhead Medical Center - Shell Lake","Hospital","Hospital/EMS Patient Report"
4719,126f,"SPOONRHS","D","Spooner Health System - Spooner","Hospital","Hospital/EMS Patient Report"
4720,1270,"AURORHRT","D","Aurora Medical Center - Hartford","Hospital","Hospital/EMS Patient Report"
4721,1271,"STJOEHWB","D","Froedtert Health St. Joseph's Hospital - West Bend","Hospital","Hospital/EMS Patient Report"
4722,1272,"AURORSUM","D","Aurora Medical Center Summit - Oconomowoc","Hospital","Hospital/EMS Patient Report"
4723,1273,"COMMHMFL","D","Community Memorial Hospital - Menomonee Falls","Hospital","Hospital/EMS Patient Report"
4724,1274,"WFELMBRK","D","Wheaton Franciscan Healthcare/Elmbrook Memorial Hospital - Brookfield","Hospital","Hospital/EMS Patient Report"
4725,1275,"OCONOMMH","D","Oconomowoc Memorial Hospital - Oconomowoc","Hospital","Hospital/EMS Patient Report"
4726,1276,"REHABHWI","D","Rehabilitation Hospital of Wisconsin - Waukesha","Hospital","Hospital/EMS Patient Report"
4727,1277,"WAUKEMEM","D","Waukesha Memorial Hospital - Waukesha","Hospital","Hospital/EMS Patient Report"
4728,1278,"THEDAWAU","D","ThedaCare Medical Center - Waupaca","Hospital","Hospital/EMS Patient Report"
4729,1279,"THEDANL","D","ThedaCare Medical Center - New London","Hospital","Hospital/EMS Patient Report"
4730,127a,"THEDAWR","D","ThedaCare Medical Center - Wild Rose","Hospital","Hospital/EMS Patient Report"
4731,127b,"AUROROSH","D","Aurora Medical Center - Oshkosh","Hospital","Hospital/EMS Patient Report"
4732,127c,"CHILDFOX","D","Children's Hospital of Wisconsin-Fox Valley - Neenah","Hospital","Hospital/EMS Patient Report"
4733,127d,"MERCYOSH","D","Mercy Medical Center - Oshkosh","Hospital","Hospital/EMS Patient Report"
4734,127e,"THEDANEE","D","Theda Clark Medical Center - Neenah","Hospital","Hospital/EMS Patient Report"
4735,127f,"MINISTJO","D","Ministry St Joseph's Hospital - Marshfield","Hospital","Hospital/EMS Patient Report"
4736,1280,"ASPIRRIV","D","Aspirus Riverview Hospital - Wisconsin Rapids","Hospital","Hospital/EMS Patient Report"
4737,1281,"MAYOOAK","D","Mayo Clinic Health System Oakridge - Osseo","Hospital","Hospital/EMS Patient Report"
4738,1282,"MEMNEILS","D","Memorial Medical Center - Neillsville","Hospital","Hospital/EMS Patient Report"
4739,1283,"PROHMUK","D","ProHealth - Mukwonago","Hospital","Hospital/EMS Patient Report"
4740,1284,"UWAMCNTR","D","UW Health at the American Center - Madison","Hospital","Hospital/EMS Patient Report"
4741,1285,"ESSENDUL","D","Essentia St Mary's - Duluth","Hospital","Hospital/EMS Patient Report"
4742,1286,"OAKLSURG","D","Oak Leaf Surgical - Eau Claire","Hospital","Hospital/EMS Patient Report"
4743,1287,"MOORREHC","D","Moorland Reserve Health Center - New Berlin","Hospital","Hospital/EMS Patient Report"
4744,1288,"STLHCDUL","D","St Luke's Health Center - Duluth","Hospital","Hospital/EMS Patient Report"
4745,1289,"ZABVAMIL","D","Clement J Zablocki VA Medical Center - Milwaukee","Hospital","Hospital/EMS Patient Report"
4746,128a,"MRCYREAS","D","Mercy East - Rockford","Hospital","Hospital/EMS Patient Report"
4747,128b,"MRCYRWES","D","Mercy West - Rockford","Hospital","Hospital/EMS Patient Report"
4748,128c,"MARSHEAU","D","Marshfield Clinic - Eau Claire","Hospital","Hospital/EMS Patient Report"
4951,1357,"HSEMS1","D","EMS 1 - Air Coordination","EMS-Tac","Dept. of Health Services - EMS/Hospital"
4952,1358,"HSEMS2","D","EMS 2 - Landing Zone Coordination","EMS-Tac","Dept. of Health Services - EMS/Hospital"
4953,1359,"HSEMS3","D","EMS 3 - Ground Coordination","EMS-Tac","Dept. of Health Services - EMS/Hospital"
4954,135a,"HSEMS4","D","EMS 4 - Ground Operations","EMS-Tac","Dept. of Health Services - EMS/Hospital"
4955,135b,"HSEMS5","D","EMS 5 - Alternate","EMS-Tac","Dept. of Health Services - EMS/Hospital"
4961,1361,"HSCRD1","D","Statewide Hospital Coordination 1","Hospital","Dept. of Health Services - EMS/Hospital"
4962,1362,"HSCRD2","D","Statewide Hospital Coordination 2","Hospital","Dept. of Health Services - EMS/Hospital"
4963,1363,"HSCRD3","D","Statewide Hospital Coordination 3","Hospital","Dept. of Health Services - EMS/Hospital"
4964,1364,"HSCRD4","D","Statewide Hospital Coordination 4","Hospital","Dept. of Health Services - EMS/Hospital"
4971,136b,"HRCRD1","De","Hospital Coordination Region 1","Hospital","Dept. of Health Services - EMS/Hospital"
4972,136c,"HRCRD2","De","Hospital Coordination Region 2","Hospital","Dept. of Health Services - EMS/Hospital"
4973,136d,"HRCRD3","De","Hospital Coordination Region 3","Hospital","Dept. of Health Services - EMS/Hospital"
4974,136e,"HRCRD4","De","Hospital Coordination Region 4","Hospital","Dept. of Health Services - EMS/Hospital"
4975,136f,"HRCRD5","De","Hospital Coordination Region 5","Hospital","Dept. of Health Services - EMS/Hospital"
4976,1370,"HRCRD6","De","Hospital Coordination Region 6","Hospital","Dept. of Health Services - EMS/Hospital"
4977,1371,"HRCRD7","De","Hospital Coordination Region 7","Hospital","Dept. of Health Services - EMS/Hospital"
4991,137f,"DHSADM","D","DHS Admin","EMS-Talk","Dept. of Health Services - EMS/Hospital"
5001,1389,"UWMWPD1","D","UW Milwaukee PD 1","Law Dispatch","University of Wisconsin"
5002,138a,"UWMWPD2","D","UW Milwaukee PD 2","Law Talk","University of Wisconsin"
5004,138c,"UWSUPD1","D","UW Superior PD 1","Law Talk","University of Wisconsin"
